1.437493103035362729e+01,1.227961365657392889e-05
1.467230684398866813e+01,1.072714076144620776e-05
1.468892633785675628e+01,1.068791516445344314e-05
1.439749232518882494e+01,1.211359813169110566e-05
1.492733245471861103e+01,1.019559840642614290e-05
1.476162496262786661e+01,1.047026944434037432e-05
1.472410578896807465e+01,1.057148347172187641e-05
1.468458333784647785e+01,1.068309302354464307e-05
1.451154294357840691e+01,1.146640261140419170e-05
1.467126519164200538e+01,1.076319404091918841e-05
1.468134011108963044e+01,1.069011977961054072e-05
1.468888526337105738e+01,1.068055280484259129e-05
1.475811670922308494e+01,1.048251397151034325e-05
1.467837797354600404e+01,1.067293760570464656e-05
1.492821772478710685e+01,1.020954368868842721e-05
1.469454071306981113e+01,1.065072137862443924e-05
1.477108921959539245e+01,1.045652425091248006e-05
1.469712933374684738e+01,1.063640956999734044e-05
1.467704571670191704e+01,1.072453324013622478e-05
1.478472775525165162e+01,1.039885137288365513e-05
1.467197916678250813e+01,1.075360341928899288e-05
1.468428836553426997e+01,1.069226073013851419e-05
1.466653582871368755e+01,1.078662262443685904e-05
1.476585615745101521e+01,1.046432589646428823e-05
1.470031073424829771e+01,1.063600848283385858e-05
1.466481946366584843e+01,1.080383481166791171e-05
1.475619010894223493e+01,1.051435629051411524e-05
1.466568070144060343e+01,1.078039258572971448e-05
1.475940424714852206e+01,1.049593720381380990e-05
1.473634612225961504e+01,1.048799731506733224e-05
1.471137635289871781e+01,1.062074716173810884e-05
1.475864266728319940e+01,1.047625937644625083e-05
1.492938624061698683e+01,1.020093259285204113e-05
1.475652258345835754e+01,1.047991099767386913e-05
1.468986807320530197e+01,1.068196797859854996e-05
1.428812830342283036e+01,1.288425664824899286e-05
1.474544436638671918e+01,1.048525155056267977e-05
1.467261208352376300e+01,1.076053013093769550e-05
1.469774326872466119e+01,1.067108405550243333e-05
1.469372921306858260e+01,1.067039283952908590e-05
1.474144487989505414e+01,1.055131633620476350e-05
1.472004577638566225e+01,1.059811529557919130e-05
1.448075462504853839e+01,1.164888271887321025e-05
1.472566176166116669e+01,1.056264409271534532e-05
1.492892713342306443e+01,1.021968091663438827e-05
1.475743291606483076e+01,1.050639184541068971e-05
1.487613249289726802e+01,1.023801178234862164e-05
1.476028870097846024e+01,1.051902836479712278e-05
1.492798164806392158e+01,1.022909964376594871e-05
1.470171627184098462e+01,1.061871989804785699e-05
1.469819399668552684e+01,1.069671998266130686e-05
1.476217145566651290e+01,1.047315345203969628e-05
